g1(638.0, 680.0)@[1.977518182E10, 1.9775181929E10]
g2(90.0, 576.0)@[4.5008050536E10, 4.5008050622E10]
g2(113.0, 285.0)@[2.0006810343E10, 2.0006810431E10]
g2(880.0, 331.0)@[2.0216034787E10, 2.0216034864E10]
g2(739.0, 127.0)@[3.6563677893E10, 3.6563677988E10]
g2(837.0, 205.0)@[3.9061549934E10, 3.9061550023E10]
g2(740.0, 918.0)@[1.0573979475E10, 1.0573979575E10]
g2(157.0, 619.0)@[5.4647107874E10, 5.4647107957E10]
g2(713.0, 497.0)@[2.9437568333E10, 2.9437568404E10]
g2(996.0, 701.0)@[1.1165427318E10, 1.1165427386E10]
g2(544.0, 414.0)@[5.3760221157E10, 5.3760221271E10]
g2(657.0, 255.0)@[5.7872512448E10, 5.787251252E10]
g2(707.0, 855.0)@[1.6364835018E10, 1.6364835126E10]
g2(18.0, 563.0)@[2.7771181957E10, 2.7771182046E10]
g2(667.0, 281.0)@[1.3348513014E10, 1.3348513084E10]
g2(802.0, 707.0)@[6.114602901E9, 6.114603E9]
g2(803.0, 692.0)@[5.0269189445E10, 5.0269189533E10]
g2(701.0, 491.0)@[5.4397278021E10, 5.439727813E10]
g2(453.0, 472.0)@[4.581267895E9, 4.581268014E9]
g2(108.0, 200.0)@[9.893884459E9, 9.893884559E9]
g2(982.0, 872.0)@[4.1267716141E10, 4.1267716237E10]
g2(882.0, 567.0)@[2.2519726034E10, 2.251972613E10]
g2(600.0, 661.0)@[9.554443516E9, 9.554443612E9]
g2(138.0, 886.0)@[4.896962681E9, 4.896962773E9]
g2(191.0, 686.0)@[4.3858002072E10, 4.3858002183E10]
g2(345.0, 507.0)@[5.3987210711E10, 5.3987210811E10]
g2(584.0, 914.0)@[2.8767920451E10, 2.8767920549E10]
g2(669.0, 725.0)@[4.9831160245E10, 4.983116033E10]
g2(378.0, 583.0)@[5.4858472751E10, 5.4858472844E10]
g2(704.0, 651.0)@[6.1559529764E10, 6.1559529871E10]
g2(320.0, 15.0)@[3.0115504888E10, 3.0115504974E10]
g2(248.0, 896.0)@[5.329588773E9, 5.329588853E9]
g2(174.0, 400.0)@[5.7275671E9, 5.727567187E9]
g2(241.0, 499.0)@[6.2115107474E10, 6.2115107571E10]
g2(503.0, 761.0)@[3.576214811E10, 3.5762148179E10]
g2(713.0, 622.0)@[7.70894318E8, 7.70894405E8]
g2(806.0, 485.0)@[1.1325152331E10, 1.1325152419E10]
g2(678.0, 83.0)@[5.9751415652E10, 5.9751415729E10]
g2(637.0, 606.0)@[1.4285545894E10, 1.4285545996E10]
g2(449.0, 164.0)@[1.4515056628E10, 1.451505669E10]
g2(595.0, 26.0)@[4.4089816061E10, 4.4089816157E10]
g2(726.0, 827.0)@[3.9129437781E10, 3.9129437855E10]
g2(367.0, 68.0)@[5.5370462703E10, 5.5370462796E10]
g2(411.0, 278.0)@[3.1834750327E10, 3.1834750408E10]
g2(762.0, 474.0)@[3.6519213126E10, 3.6519213233E10]
g2(183.0, 179.0)@[5.9580382415E10, 5.9580382511E10]
g2(737.0, 195.0)@[5.535689492E9, 5.535689582E9]
g2(987.0, 382.0)@[7.924913549E9, 7.924913655E9]
g2(809.0, 992.0)@[1.444641411E10, 1.4446414196E10]
g2(406.0, 255.0)@[4.9634191332E10, 4.9634191419E10]
g2(79.0, 994.0)@[4.0756655841E10, 4.0756655941E10]
g2(866.0, 538.0)@[2.1708677544E10, 2.1708677652E10]
g2(375.0, 860.0)@[2.715394E8, 2.71539491E8]
g2(343.0, 438.0)@[3.3080823219E10, 3.3080823308E10]
g2(41.0, 13.0)@[3.1271469392E10, 3.127146949E10]
g2(641.0, 314.0)@[2.951441096E9, 2.951441172E9]
g2(251.0, 122.0)@[1.8110276871E10, 1.8110276951E10]
g2(206.0, 664.0)@[1.7032227873E10, 1.7032227959E10]
g2(12.0, 0.0)@[2.4646967026E10, 2.4646967101E10]
g2(519.0, 641.0)@[5.6109907338E10, 5.610990742E10]
g2(959.0, 862.0)@[1.3747159785E10, 1.3747159876E10]
g2(583.0, 405.0)@[1.0447274817E10, 1.0447274919E10]
g2(368.0, 755.0)@[9.53551175E8, 9.53551265E8]
g2(937.0, 631.0)@[4.88658134E10, 4.8865813477E10]
g2(389.0, 435.0)@[5.4661293223E10, 5.4661293306E10]
g2(919.0, 721.0)@[1.830364162E9, 1.830364239E9]
g2(123.0, 835.0)@[1.5823772408E10, 1.5823772503E10]
g2(877.0, 750.0)@[5.505212406E10, 5.5052124165E10]
g2(121.0, 578.0)@[3.9142938759E10, 3.9142938843E10]
g2(140.0, 299.0)@[6.1753132271E10, 6.1753132368E10]
g2(963.0, 915.0)@[3.8139636718E10, 3.8139636809E10]
g2(528.0, 898.0)@[1.3418002459E10, 1.341800257E10]
g2(568.0, 605.0)@[2.6964460446E10, 2.6964460538E10]
g2(874.0, 782.0)@[1.806560168E9, 1.80656024E9]
g2(347.0, 749.0)@[4.9427095E9, 4.942709584E9]
g2(521.0, 20.0)@[2.8690798085E10, 2.8690798179E10]
g2(279.0, 383.0)@[2.0477272998E10, 2.0477273071E10]
g2(356.0, 554.0)@[1.390069172E10, 1.3900691787E10]
g2(640.0, 449.0)@[1.1277563442E10, 1.1277563537E10]
g2(806.0, 685.0)@[1.6997211825E10, 1.6997211927E10]
g2(147.0, 791.0)@[6.1091459476E10, 6.1091459577E10]
g2(967.0, 625.0)@[5.7753689057E10, 5.775368915E10]
g2(407.0, 489.0)@[5.1233260643E10, 5.123326075E10]
g2(321.0, 460.0)@[1.4916297101E10, 1.4916297189E10]
g2(570.0, 597.0)@[5.0552996411E10, 5.055299652E10]
g2(782.0, 709.0)@[5.3646030049E10, 5.3646030137E10]
g2(541.0, 541.0)@[2.9846264917E10, 2.9846265004E10]
g2(352.0, 884.0)@[3.4444443949E10, 3.4444444065E10]
g2(224.0, 810.0)@[4.6340435808E10, 4.6340435898E10]
g2(220.0, 449.0)@[2.4382503578E10, 2.4382503677E10]
g2(679.0, 665.0)@[3.1245569712E10, 3.1245569801E10]
g2(556.0, 312.0)@[6.1933765904E10, 6.1933765987E10]
g2(662.0, 742.0)@[4.3072131192E10, 4.3072131289E10]
g2(46.0, 277.0)@[8.220526194E9, 8.220526296E9]
g2(456.0, 665.0)@[5.3372269941E10, 5.3372270053E10]
g2(668.0, 113.0)@[5.9483774422E10, 5.9483774512E10]
g2(776.0, 661.0)@[5.6248907278E10, 5.624890739E10]
g2(930.0, 614.0)@[9.922344252E9, 9.922344344E9]
g2(800.0, 627.0)@[2.7930868086E10, 2.7930868162E10]
g2(727.0, 486.0)@[1.8551414593E10, 1.8551414703E10]
g2(328.0, 340.0)@[1.2984280679E10, 1.2984280759E10]
g2(504.0, 515.0)@[4.5084660968E10, 4.5084661068E10]
g2(150.0, 548.0)@[1.9351429342E10, 1.9351429435E10]
g2(135.0, 686.0)@[5.0256677153E10, 5.0256677237E10]
g2(602.0, 17.0)@[4.4882800003E10, 4.4882800122E10]
g2(225.0, 677.0)@[2.2697649251E10, 2.2697649355E10]
g2(646.0, 938.0)@[4.091321345E10, 4.091321354E10]
g2(674.0, 212.0)@[4.5651443819E10, 4.5651443885E10]
g2(562.0, 814.0)@[5.1540226603E10, 5.1540226693E10]
g3(62.0, 356.0)@[6.0008844475E10, 6.0008844561E10]
g3(231.0, 521.0)@[5.8057107941E10, 5.8057108016E10]
g3(406.0, 409.0)@[6.417487186E9, 6.417487279E9]
g3(350.0, 980.0)@[5.5435696912E10, 5.5435697004E10]
g3(774.0, 143.0)@[2.6767442667E10, 2.6767442755E10]
g3(204.0, 66.0)@[4.0237999171E10, 4.023799925E10]
g3(286.0, 176.0)@[5.4890975898E10, 5.4890975998E10]
g3(29.0, 675.0)@[1.9490371423E10, 1.9490371522E10]
g3(318.0, 389.0)@[2.085618055E9, 2.085618162E9]
g3(779.0, 599.0)@[4.8901255082E10, 4.890125518E10]
g3(802.0, 624.0)@[6.2894869466E10, 6.2894869538E10]
g3(270.0, 590.0)@[5.9559661977E10, 5.9559662053E10]
g3(3.0, 289.0)@[5.6502977888E10, 5.6502977976E10]
g3(459.0, 373.0)@[4.1692630661E10, 4.1692630754E10]
g3(964.0, 193.0)@[1.4942436402E10, 1.4942436502E10]
g3(4.0, 432.0)@[3.9994510114E10, 3.9994510223E10]
g3(138.0, 144.0)@[4.1387552546E10, 4.1387552639E10]
g3(949.0, 194.0)@[5.4077741087E10, 5.4077741168E10]
g3(862.0, 959.0)@[1.3747159768E10, 1.3747159873E10]
g3(112.0, 367.0)@[3.6807333304E10, 3.6807333405E10]
g3(449.0, 220.0)@[2.4382503585E10, 2.4382503684E10]
g3(0.0, 12.0)@[2.4646967029E10, 2.464696711E10]
g3(597.0, 570.0)@[5.0552996423E10, 5.0552996502E10]
g3(221.0, 622.0)@[4.3004000065E10, 4.300400013E10]
g3(661.0, 600.0)@[9.554443512E9, 9.55444361E9]
g3(805.0, 848.0)@[3.8182558682E10, 3.8182558777E10]
g3(818.0, 808.0)@[4.6244898263E10, 4.624489836E10]
g3(996.0, 967.0)@[5.1288840846E10, 5.1288840938E10]
g3(43.0, 483.0)@[5.8738865606E10, 5.8738865699E10]
g3(977.0, 568.0)@[5.5431912481E10, 5.5431912594E10]
g3(106.0, 981.0)@[1.38300099E10, 1.3830009982E10]
g3(625.0, 729.0)@[4.2907679943E10, 4.2907680043E10]
g3(761.0, 450.0)@[6.285439831E10, 6.2854398403E10]
g3(115.0, 516.0)@[1.9281972312E10, 1.9281972404E10]
g3(999.0, 34.0)@[4.1218748681E10, 4.1218748764E10]
g3(212.0, 674.0)@[4.5651443815E10, 4.56514439E10]
g3(500.0, 555.0)@[2.6133017937E10, 2.6133018014E10]
g3(26.0, 449.0)@[2.1076730249E10, 2.107673034E10]
g3(779.0, 44.0)@[1.4884748104E10, 1.488474819E10]
g3(213.0, 509.0)@[6.2076132683E10, 6.2076132759E10]
g3(244.0, 374.0)@[0.0, 85.0]
g3(778.0, 130.0)@[5.8291507732E10, 5.8291507819E10]
g3(278.0, 411.0)@[3.1834750317E10, 3.1834750407E10]
g3(163.0, 645.0)@[2.3199556518E10, 2.3199556593E10]
g3(692.0, 803.0)@[5.0269189452E10, 5.0269189548E10]
g3(314.0, 629.0)@[3.7988145905E10, 3.7988145985E10]
g3(649.0, 904.0)@[5.423056132E9, 5.42305623E9]
g3(564.0, 218.0)@[2.07796218E9, 2.077962271E9]
g3(45.0, 724.0)@[2.7668015686E10, 2.7668015777E10]
g3(947.0, 422.0)@[5.8852717966E10, 5.8852718062E10]
g3(313.0, 858.0)@[3.4207121759E10, 3.4207121866E10]
g3(30.0, 910.0)@[1.1336282521E10, 1.1336282608E10]
g3(453.0, 770.0)@[5.6861316812E10, 5.6861316907E10]
g3(886.0, 338.0)@[2.5222447639E10, 2.5222447735E10]
g3(638.0, 938.0)@[1.6964744468E10, 1.6964744564E10]
g3(814.0, 562.0)@[5.1540226605E10, 5.1540226706E10]
g3(311.0, 952.0)@[1.5655989859E10, 1.5655989933E10]
g3(601.0, 828.0)@[3.306194746E9, 3.30619484E9]
g3(393.0, 282.0)@[3.188557323E9, 3.188557425E9]
g3(359.0, 715.0)@[3.1109059777E10, 3.1109059867E10]
g3(469.0, 152.0)@[3.246116098E9, 3.246116195E9]
g3(365.0, 615.0)@[1.088265994E10, 1.0882660034E10]
g3(448.0, 540.0)@[3.842711412E9, 3.842711507E9]
g3(945.0, 435.0)@[3.5372367578E10, 3.5372367683E10]
g3(383.0, 279.0)@[2.0477272998E10, 2.0477273087E10]
g3(173.0, 355.0)@[2.1023260965E10, 2.1023261071E10]
g3(638.0, 92.0)@[3.9029385299E10, 3.9029385376E10]
g3(721.0, 919.0)@[1.830364152E9, 1.830364257E9]
g3(863.0, 750.0)@[5.7249532145E10, 5.7249532241E10]
g3(456.0, 222.0)@[3.626983386E9, 3.626983471E9]
g3(452.0, 985.0)@[5.697246963E10, 5.697246973E10]
g3(395.0, 700.0)@[3.4522334539E10, 3.4522334626E10]
g3(134.0, 852.0)@[5.40004648E10, 5.4000464891E10]
g3(223.0, 613.0)@[7.258061576E9, 7.258061669E9]
g3(771.0, 544.0)@[4.7175838115E10, 4.7175838194E10]
g3(389.0, 595.0)@[6.1533205496E10, 6.1533205569E10]
g3(158.0, 359.0)@[9.870529023E9, 9.870529119E9]
g3(855.0, 707.0)@[1.6364835019E10, 1.6364835117E10]
g3(502.0, 544.0)@[4.283364774E10, 4.2833647835E10]
g3(672.0, 600.0)@[3.9438767712E10, 3.9438767808E10]
g3(400.0, 168.0)@[1.669704217E9, 1.669704294E9]
g3(835.0, 123.0)@[1.5823772411E10, 1.5823772502E10]
g3(571.0, 863.0)@[3.2643790637E10, 3.264379076E10]
g3(121.0, 570.0)@[5.0822492955E10, 5.0822493044E10]
g3(256.0, 322.0)@[6.0674716896E10, 6.0674716987E10]
g3(548.0, 150.0)@[1.9351429313E10, 1.9351429423E10]
g3(112.0, 499.0)@[6.1453955506E10, 6.1453955583E10]
g3(359.0, 285.0)@[8.039573183E9, 8.039573297E9]
g3(150.0, 825.0)@[1.6821052265E10, 1.6821052347E10]
g3(441.0, 788.0)@[1.3992306618E10, 1.3992306706E10]
g3(947.0, 241.0)@[5.2361986891E10, 5.2361986973E10]
g3(687.0, 464.0)@[2.6737432766E10, 2.673743286E10]
g3(690.0, 180.0)@[4.6650217306E10, 4.6650217388E10]
g3(452.0, 851.0)@[9.654776201E9, 9.654776286E9]
g3(710.0, 229.0)@[2.9713215256E10, 2.9713215358E10]
g3(189.0, 415.0)@[3.2958408842E10, 3.2958408939E10]
g3(64.0, 785.0)@[2.7443167227E10, 2.7443167313E10]
g3(355.0, 799.0)@[1.2031568241E10, 1.2031568333E10]
g3(472.0, 453.0)@[4.581267903E9, 4.581268014E9]
g3(290.0, 284.0)@[1.4053565129E10, 1.4053565226E10]
g3(821.0, 296.0)@[1.0485370585E10, 1.0485370672E10]
g3(898.0, 528.0)@[1.341800246E10, 1.3418002552E10]
g3(686.0, 135.0)@[5.0256677153E10, 5.0256677253E10]
g3(263.0, 652.0)@[6.0519729612E10, 6.0519729709E10]
g3(619.0, 302.0)@[2.131671959E9, 2.131672049E9]
g3(87.0, 585.0)@[2.6553447834E10, 2.6553447939E10]
g3(687.0, 620.0)@[4.9953886777E10, 4.9953886877E10]
g3(585.0, 340.0)@[5.4531945976E10, 5.4531946069E10]
g3(663.0, 447.0)@[6.205849758E10, 6.2058497669E10]
g3(71.0, 920.0)@[4.785344937E9, 4.785345047E9]
g3(728.0, 893.0)@[2.3934910463E10, 2.3934910555E10]
g3(661.0, 631.0)@[3.3414088718E10, 3.3414088811E10]
g3(388.0, 165.0)@[1.2356351989E10, 1.2356352069E10]
g3(934.0, 681.0)@[1.1229225956E10, 1.1229226057E10]
g3(699.0, 600.0)@[4.31456923E9, 4.314569334E9]
g3(940.0, 745.0)@[2.565786159E9, 2.565786255E9]
g3(136.0, 304.0)@[5.3848295055E10, 5.3848295143E10]
g3(18.0, 101.0)@[2.3654129927E10, 2.3654130011E10]
g3(429.0, 502.0)@[2.8805455627E10, 2.8805455711E10]
g3(389.0, 249.0)@[1.6883025903E10, 1.6883025992E10]
g3(457.0, 131.0)@[1.6806255781E10, 1.6806255858E10]
g3(748.0, 838.0)@[3.9052943114E10, 3.9052943197E10]
g3(126.0, 39.0)@[4.8912278825E10, 4.891227894E10]
g3(912.0, 116.0)@[5.9087882426E10, 5.9087882525E10]
g3(744.0, 303.0)@[4.7412215663E10, 4.7412215746E10]
g3(198.0, 840.0)@[2.3030570994E10, 2.3030571089E10]
g3(583.0, 10.0)@[8.922635839E9, 8.92263592E9]
g3(429.0, 634.0)@[3.487406948E10, 3.4874069575E10]
g3(322.0, 402.0)@[1.2627043296E10, 1.2627043394E10]
g3(281.0, 585.0)@[1.8988793355E10, 1.8988793435E10]
g3(635.0, 889.0)@[6.0057636533E10, 6.0057636627E10]
g3(706.0, 805.0)@[4.4924889838E10, 4.4924889934E10]
g3(556.0, 686.0)@[4.0397866851E10, 4.0397866941E10]
g3(667.0, 538.0)@[2.9476861966E10, 2.9476862055E10]
g3(773.0, 533.0)@[5.668624559E9, 5.668624655E9]
g3(911.0, 507.0)@[2.4735612634E10, 2.4735612725E10]
g3(247.0, 787.0)@[5.5115385497E10, 5.5115385606E10]
g3(791.0, 147.0)@[6.1091459471E10, 6.1091459578E10]
g3(336.0, 72.0)@[2.2384425839E10, 2.238442595E10]
g3(28.0, 500.0)@[1.349609333E9, 1.349609418E9]
g3(560.0, 944.0)@[4.7762449223E10, 4.7762449305E10]
g3(918.0, 303.0)@[3.1623390986E10, 3.1623391102E10]
g3(665.0, 456.0)@[5.3372269957E10, 5.3372270033E10]
g3(599.0, 190.0)@[3.5126409055E10, 3.5126409169E10]
g3(4.0, 573.0)@[4.5070698671E10, 4.5070698758E10]
g3(118.0, 401.0)@[2.2799588328E10, 2.2799588407E10]
g3(485.0, 806.0)@[1.132515234E10, 1.1325152416E10]
g3(915.0, 434.0)@[3.9667323142E10, 3.9667323217E10]
g3(744.0, 924.0)@[3.832789512E9, 3.832789579E9]
g3(223.0, 218.0)@[6.418881473E9, 6.41888157E9]
g3(337.0, 265.0)@[3.709361721E10, 3.7093617302E10]
g3(350.0, 814.0)@[5.8897974855E10, 5.8897974933E10]
g3(362.0, 776.0)@[1.6981694257E10, 1.6981694355E10]
g3(903.0, 65.0)@[2.615530088E10, 2.6155300966E10]
g3(218.0, 30.0)@[2.623464524E9, 2.623464602E9]
g3(218.0, 444.0)@[4.326985964E10, 4.3269859733E10]
g3(578.0, 121.0)@[3.9142938768E10, 3.9142938849E10]
g3(637.0, 73.0)@[3.3358032541E10, 3.3358032633E10]
g3(597.0, 736.0)@[1.2987161297E10, 1.298716138E10]
g3(543.0, 654.0)@[4.9288727941E10, 4.9288728016E10]
g3(761.0, 196.0)@[1.2112675862E10, 1.2112675951E10]
g3(369.0, 679.0)@[6.0717888692E10, 6.0717888814E10]
g3(691.0, 549.0)@[4.3276822508E10, 4.3276822614E10]
g3(712.0, 313.0)@[9.148878266E9, 9.14887836E9]
g3(917.0, 105.0)@[2.0957735498E10, 2.0957735573E10]
g3(756.0, 384.0)@[3.2329522107E10, 3.2329522209E10]
g3(518.0, 212.0)@[4.0317431232E10, 4.0317431317E10]
g3(758.0, 874.0)@[2.3339701682E10, 2.3339701793E10]
g3(303.0, 203.0)@[1.8165431221E10, 1.816543129E10]
g3(529.0, 593.0)@[6.0384232618E10, 6.0384232735E10]
g3(285.0, 308.0)@[6.739266507E9, 6.739266593E9]
g3(444.0, 636.0)@[3.8069317328E10, 3.8069317419E10]
g3(761.0, 892.0)@[2.4502844879E10, 2.4502844946E10]
g3(472.0, 553.0)@[1.6933966209E10, 1.6933966299E10]
g3(908.0, 904.0)@[1.1470872333E10, 1.1470872439E10]
g3(832.0, 694.0)@[3.1563614196E10, 3.1563614285E10]
g3(860.0, 936.0)@[5.3804982288E10, 5.3804982389E10]
g3(463.0, 420.0)@[4.1616521319E10, 4.1616521424E10]
g3(525.0, 302.0)@[4.0442049421E10, 4.0442049493E10]
g3(917.0, 44.0)@[4.0677631024E10, 4.0677631116E10]
g3(230.0, 118.0)@[1.5810765893E10, 1.5810765989E10]
g3(140.0, 973.0)@[1.5660111642E10, 1.566011172E10]
g3(537.0, 590.0)@[5.383678957E9, 5.38367905E9]
g3(908.0, 547.0)@[4.443344687E10, 4.4433446932E10]
g3(860.0, 821.0)@[1.3446945674E10, 1.3446945764E10]
g3(271.0, 933.0)@[8.61746641E9, 8.61746649E9]
g3(742.0, 662.0)@[4.3072131202E10, 4.3072131282E10]
g3(289.0, 161.0)@[4.781766162E10, 4.781766171E10]
g3(116.0, 530.0)@[4.671902089E9, 4.671902186E9]
g3(184.0, 643.0)@[3.3999368972E10, 3.3999369066E10]
g3(482.0, 37.0)@[4.3464526042E10, 4.346452611E10]
g3(831.0, 285.0)@[2.2205503528E10, 2.2205503624E10]
g3(263.0, 378.0)@[5.7113763883E10, 5.7113763966E10]
g3(430.0, 11.0)@[3.0364756896E10, 3.0364756973E10]
g3(843.0, 834.0)@[2.4553793391E10, 2.4553793488E10]
g3(25.0, 864.0)@[4.6055738791E10, 4.6055738874E10]
g3(366.0, 489.0)@[5.1523460822E10, 5.1523460925E10]
g3(938.0, 447.0)@[1.1258570857E10, 1.1258570953E10]
g3(531.0, 627.0)@[3.3014316628E10, 3.3014316713E10]
g3(503.0, 931.0)@[1.8902398836E10, 1.8902398913E10]
g3(199.0, 527.0)@[5.304526252E10, 5.3045262613E10]
g3(310.0, 613.0)@[1.97490141E10, 1.9749014187E10]
g3(534.0, 679.0)@[4.789098276E9, 4.789098356E9]
g3(382.0, 987.0)@[7.92491355E9, 7.924913651E9]
g3(485.0, 835.0)@[3.599670609E10, 3.5996706186E10]
g3(60.0, 634.0)@[2.986543353E9, 2.986543454E9]
g3(917.0, 244.0)@[7.510752253E9, 7.510752339E9]
g3(179.0, 529.0)@[4.7110963036E10, 4.7110963123E10]
g3(604.0, 587.0)@[6.0198605367E10, 6.0198605471E10]
g3(784.0, 235.0)@[5.0102289739E10, 5.0102289826E10]
g3(511.0, 396.0)@[7.891377436E9, 7.891377546E9]
g3(536.0, 672.0)@[5.459510049E9, 5.459510138E9]
g3(829.0, 368.0)@[4.642116586E9, 4.642116657E9]
g3(553.0, 551.0)@[4.0294228908E10, 4.0294229006E10]
g3(96.0, 690.0)@[4.2735558268E10, 4.2735558365E10]
g3(821.0, 774.0)@[5.50817517E8, 5.50817615E8]
g3(849.0, 866.0)@[4.663690836E10, 4.6636908448E10]
g3(343.0, 738.0)@[2.0940173695E10, 2.0940173781E10]
g3(987.0, 952.0)@[1.2888961234E10, 1.2888961301E10]
g3(3.0, 376.0)@[5.9966809746E10, 5.9966809851E10]
g3(230.0, 586.0)@[5.196307676E10, 5.1963076848E10]
g3(617.0, 253.0)@[2.119296822E9, 2.119296912E9]
g3(481.0, 287.0)@[1.0886365927E10, 1.0886366013E10]
g3(479.0, 397.0)@[6.1247961508E10, 6.1247961596E10]
g3(860.0, 375.0)@[2.71539403E8, 2.71539484E8]
g3(652.0, 623.0)@[5.6738130619E10, 5.6738130728E10]
g3(494.0, 403.0)@[6.15393883E8, 6.15393955E8]
g3(460.0, 321.0)@[1.4916297085E10, 1.4916297185E10]
g3(274.0, 933.0)@[1.7852208491E10, 1.7852208586E10]
g3(948.0, 925.0)@[3.1124366133E10, 3.1124366237E10]
g3(861.0, 602.0)@[4.8249933612E10, 4.8249933703E10]
g3(535.0, 456.0)@[5.9985043177E10, 5.9985043262E10]
g3(796.0, 173.0)@[5.6227659115E10, 5.6227659216E10]
g3(879.0, 705.0)@[2.771165284E10, 2.7711652929E10]
g3(865.0, 435.0)@[2.5193331077E10, 2.5193331177E10]
g3(991.0, 319.0)@[6.984334674E9, 6.984334755E9]
g3(541.0, 541.0)@[2.9846264922E10, 2.9846265002E10]
g3(668.0, 991.0)@[8.846655223E9, 8.846655304E9]
g3(883.0, 332.0)@[6.0946134987E10, 6.0946135067E10]
g3(986.0, 467.0)@[5.6802532413E10, 5.6802532506E10]
g3(932.0, 549.0)@[5.0755736097E10, 5.0755736196E10]
g3(727.0, 811.0)@[5.4741140711E10, 5.4741140806E10]
g3(169.0, 117.0)@[1.9810327547E10, 1.9810327616E10]
g3(997.0, 681.0)@[1.8053657392E10, 1.805365746E10]
g3(368.0, 285.0)@[8.498136599E9, 8.498136704E9]
g3(661.0, 776.0)@[5.6248907268E10, 5.6248907379E10]
g3(153.0, 376.0)@[5.2681671043E10, 5.2681671137E10]
g3(997.0, 745.0)@[3.9092612907E10, 3.9092612979E10]
g3(255.0, 657.0)@[5.787251244E10, 5.7872512519E10]
g3(680.0, 638.0)@[1.977518182E10, 1.9775181928E10]
g3(61.0, 7.0)@[5.5627276478E10, 5.562727658E10]
g3(364.0, 895.0)@[5.5214756839E10, 5.5214756903E10]
g3(365.0, 685.0)@[2.1734630841E10, 2.1734630921E10]
g3(111.0, 390.0)@[1.4387827363E10, 1.4387827463E10]
g3(640.0, 0.0)@[4.2371114816E10, 4.2371114907E10]
g3(576.0, 90.0)@[4.5008050526E10, 4.5008050613E10]
g3(438.0, 223.0)@[2.5392793228E10, 2.5392793296E10]
g3(624.0, 439.0)@[6.949715323E9, 6.949715428E9]
g3(686.0, 191.0)@[4.3858002075E10, 4.3858002185E10]
g3(872.0, 982.0)@[4.1267716138E10, 4.1267716242E10]
g3(261.0, 842.0)@[4.8859300988E10, 4.8859301083E10]
g3(805.0, 5.0)@[4.7883452553E10, 4.7883452631E10]
g3(417.0, 277.0)@[2.0711667703E10, 2.0711667806E10]
g3(126.0, 492.0)@[4.3185979549E10, 4.3185979658E10]
g3(465.0, 591.0)@[5.7622366165E10, 5.7622366241E10]
g3(249.0, 144.0)@[4.4778567173E10, 4.4778567255E10]
g3(127.0, 739.0)@[3.6563677886E10, 3.6563677989E10]
g3(164.0, 449.0)@[1.4515056617E10, 1.4515056702E10]
g3(113.0, 668.0)@[5.9483774432E10, 5.9483774508E10]
g3(497.0, 713.0)@[2.9437568328E10, 2.9437568411E10]
g3(200.0, 108.0)@[9.893884467E9, 9.893884558E9]
g3(485.0, 307.0)@[2.5174891904E10, 2.5174891982E10]
g3(21.0, 622.0)@[1.9774483538E10, 1.9774483632E10]
g3(3.0, 599.0)@[2.2587326895E10, 2.2587326989E10]
g3(869.0, 112.0)@[1.743097372E10, 1.7430973811E10]
g3(974.0, 578.0)@[3.5610789503E10, 3.5610789585E10]
g3(262.0, 359.0)@[5.8030941336E10, 5.8030941449E10]
g3(361.0, 284.0)@[5.1316561743E10, 5.1316561814E10]
g3(230.0, 916.0)@[4.0376115553E10, 4.0376115651E10]
g3(569.0, 296.0)@[2.9942403195E10, 2.9942403298E10]
g3(876.0, 310.0)@[5.7289885059E10, 5.7289885141E10]
g3(743.0, 332.0)@[2.7561283792E10, 2.756128388E10]
g3(73.0, 85.0)@[4.2995782037E10, 4.2995782127E10]
g3(894.0, 633.0)@[2.8266855289E10, 2.826685539E10]
g3(63.0, 305.0)@[4.4717196762E10, 4.4717196869E10]
g3(722.0, 945.0)@[2.3225734492E10, 2.3225734585E10]
g3(789.0, 655.0)@[3.5375527402E10, 3.5375527465E10]
g3(740.0, 978.0)@[3.0856622205E10, 3.0856622291E10]
g3(132.0, 896.0)@[6.2689237923E10, 6.268923802E10]
g3(11.0, 105.0)@[5.420886377E9, 5.420886489E9]
g3(795.0, 720.0)@[5.7415609447E10, 5.7415609535E10]
g3(418.0, 299.0)@[5.9510079907E10, 5.9510079998E10]
g3(536.0, 952.0)@[3.044869252E10, 3.0448692616E10]
g3(7.0, 960.0)@[4.430881522E10, 4.4308815304E10]
g3(915.0, 963.0)@[3.8139636714E10, 3.8139636807E10]
g3(810.0, 224.0)@[4.6340435801E10, 4.63404359E10]
g3(394.0, 559.0)@[2.6574448699E10, 2.6574448797E10]
g3(271.0, 207.0)@[2.3250967431E10, 2.3250967517E10]
g3(15.0, 320.0)@[3.0115504872E10, 3.0115504974E10]
g3(622.0, 946.0)@[3.9613773396E10, 3.96137735E10]
g3(839.0, 531.0)@[3.865219573E10, 3.8652195824E10]
g3(882.0, 46.0)@[3.1904557825E10, 3.1904557922E10]
g3(673.0, 20.0)@[5.5929377241E10, 5.5929377356E10]
g3(365.0, 780.0)@[4.4829245577E10, 4.4829245666E10]
g3(349.0, 177.0)@[5.8356855988E10, 5.8356856082E10]
g3(26.0, 595.0)@[4.4089816059E10, 4.4089816142E10]
g3(676.0, 397.0)@[2.8577357833E10, 2.8577357896E10]
g3(579.0, 884.0)@[5.7791909689E10, 5.7791909768E10]
g3(521.0, 893.0)@[5.7249009489E10, 5.7249009567E10]
